DISTRICT,DD000A001219R,DD000A001319R,DD000A001S19R,DD000AC01219R,DD000AC01319R,DD000AC01S19R,DD000AM01219R,DD000AM01319R,DD000AM01S19R,DD000AR01219R,DD000AR01319R,DD000AR01S19R,DD000AS01219R,DD000AS01319R,DD000AS01S19R,DD000AW01219R,DD000AW01319R,DD000AW01S19R,DD200A001219R,DD200A001319R,DD200A001S19R,DD200AC01219R,DD200AC01319R,DD200AC01S19R,DD200AM01219R,DD200AM01319R,DD200AM01S19R,DD200AR01219R,DD200AR01319R,DD200AR01S19R,DD200AS01219R,DD200AS01319R,DD200AS01S19R,DD200AW01219R,DD200AW01319R,DD200AW01S19R,DD300A001219R,DD300A001319R,DD300A001S19R,DD300AC01219R,DD300AC01319R,DD300AC01S19R,DD300AM01219R,DD300AM01319R,DD300AM01S19R,DD300AR01219R,DD300AR01319R,DD300AR01S19R,DD300AS01219R,DD300AS01319R,DD300AS01S19R,DD300AW01219R,DD300AW01319R,DD300AW01S19R,DD400A001219R,DD400A001319R,DD400A001S19R,DD400AC01219R,DD400AC01319R,DD400AC01S19R,DD400AM01219R,DD400AM01319R,DD400AM01S19R,DD400AR01219R,DD400AR01319R,DD400AR01S19R,DD400AS01219R,DD400AS01319R,DD400AS01S19R,DD400AW01219R,DD400AW01319R,DD400AW01S19R,DDA00A001219R,DDA00A001319R,DDA00A001S19R,DDA00AC01219R,DDA00AC01319R,DDA00AC01S19R,DDA00AM01219R,DDA00AM01319R,DDA00AM01S19R,DDA00AR01219R,DDA00AR01319R,DDA00AR01S19R,DDA00AS01219R,DDA00AS01319R,DDA00AS01S19R,DDA00AW01219R,DDA00AW01319R,DDA00AW01S19R,DDB00A001219R,DDB00A001319R,DDB00A001S19R,DDB00AC01219R,DDB00AC01319R,DDB00AC01S19R,DDB00AM01219R,DDB00AM01319R,DDB00AM01S19R,DDB00AR01219R,DDB00AR01319R,DDB00AR01S19R,DDB00AS01219R,DDB00AS01319R,DDB00AS01S19R,DDB00AW01219R,DDB00AW01319R,DDB00AW01S19R,DDE00A001219R,DDE00A001319R,DDE00A001S19R,DDE00AC01219R,DDE00AC01319R,DDE00AC01S19R,DDE00AM01219R,DDE00AM01319R,DDE00AM01S19R,DDE00AR01219R,DDE00AR01319R,DDE00AR01S19R,DDE00AS01219R,DDE00AS01319R,DDE00AS01S19R,DDE00AW01219R,DDE00AW01319R,DDE00AW01S19R,DDF00A001219R,DDF00A001319R,DDF00A001S19R,DDF00AC01219R,DDF00AC01319R,DDF00AC01S19R,DDF00AM01219R,DDF00AM01319R,DDF00AM01S19R,DDF00AR01219R,DDF00AR01319R,DDF00AR01S19R,DDF00AS01219R,DDF00AS01319R,DDF00AS01S19R,DDF00AW01219R,DDF00AW01319R,DDF00AW01S19R,DDH00A001219R,DDH00A001319R,DDH00A001S19R,DDH00AC01219R,DDH00AC01319R,DDH00AC01S19R,DDH00AM01219R,DDH00AM01319R,DDH00AM01S19R,DDH00AR01219R,DDH00AR01319R,DDH00AR01S19R,DDH00AS01219R,DDH00AS01319R,DDH00AS01S19R,DDH00AW01219R,DDH00AW01319R,DDH00AW01S19R,DDI00A001219R,DDI00A001319R,DDI00A001S19R,DDI00AC01219R,DDI00AC01319R,DDI00AC01S19R,DDI00AM01219R,DDI00AM01319R,DDI00AM01S19R,DDI00AR01219R,DDI00AR01319R,DDI00AR01S19R,DDI00AS01219R,DDI00AS01319R,DDI00AS01S19R,DDI00AW01219R,DDI00AW01319R,DDI00AW01S19R,DDL00A001219R,DDL00A001319R,DDL00A001S19R,DDL00AC01219R,DDL00AC01319R,DDL00AC01S19R,DDL00AM01219R,DDL00AM01319R,DDL00AM01S19R,DDL00AR01219R,DDL00AR01319R,DDL00AR01S19R,DDL00AS01219R,DDL00AS01319R,DDL00AS01S19R,DDL00AW01219R,DDL00AW01319R,DDL00AW01S19R,DDM00A001219R,DDM00A001319R,DDM00A001S19R,DDM00AC01219R,DDM00AC01319R,DDM00AC01S19R,DDM00AM01219R,DDM00AM01319R,DDM00AM01S19R,DDM00AR01219R,DDM00AR01319R,DDM00AR01S19R,DDM00AS01219R,DDM00AS01319R,DDM00AS01S19R,DDM00AW01219R,DDM00AW01319R,DDM00AW01S19R,DDR00A001219R,DDR00A001319R,DDR00A001S19R,DDR00AC01219R,DDR00AC01319R,DDR00AC01S19R,DDR00AM01219R,DDR00AM01319R,DDR00AM01S19R,DDR00AR01219R,DDR00AR01319R,DDR00AR01S19R,DDR00AS01219R,DDR00AS01319R,DDR00AS01S19R,DDR00AW01219R,DDR00AW01319R,DDR00AW01S19R,DDS00A001219R,DDS00A001319R,DDS00A001S19R,DDS00AC01219R,DDS00AC01319R,DDS00AC01S19R,DDS00AM01219R,DDS00AM01319R,DDS00AM01S19R,DDS00AR01219R,DDS00AR01319R,DDS00AR01S19R,DDS00AS01219R,DDS00AS01319R,DDS00AS01S19R,DDS00AW01219R,DDS00AW01319R,DDS00AW01S19R,DDW00A001219R,DDW00A001319R,DDW00A001S19R,DDW00AC01219R,DDW00AC01319R,DDW00AC01S19R,DDW00AM01219R,DDW00AM01319R,DDW00AM01S19R,DDW00AR01219R,DDW00AR01319R,DDW00AR01S19R,DDW00AS01219R,DDW00AS01319R,DDW00AS01S19R,DDW00AW01219R,DDW00AW01319R,DDW00AW01S19R,DNC00A001219R,DNC00A001319R,DNC00A001S19R,DNC00AC01219R,DNC00AC01319R,DNC00AC01S19R,DNC00AM01219R,DNC00AM01319R,DNC00AM01S19R,DNC00AR01219R,DNC00AR01319R,DNC00AR01S19R,DNC00AS01219R,DNC00AS01319R,DNC00AS01S19R,DNC00AW01219R,DNC00AW01319R,DNC00AW01S19R,DNM00A001219R,DNM00A001319R,DNM00A001S19R,DNM00AC01219R,DNM00AC01319R,DNM00AC01S19R,DNM00AM01219R,DNM00AM01319R,DNM00AM01S19R,DNM00AR01219R,DNM00AR01319R,DNM00AR01S19R,DNM00AS01219R,DNM00AS01319R,DNM00AS01S19R,DNM00AW01219R,DNM00AW01319R,DNM00AW01S19R,DNS00A001219R,DNS00A001319R,DNS00A001S19R,DNS00AC01219R,DNS00AC01319R,DNS00AC01S19R,DNS00AM01219R,DNS00AM01319R,DNS00AM01S19R,DNS00AR01219R,DNS00AR01319R,DNS00AR01S19R,DNS00AS01219R,DNS00AS01319R,DNS00AS01S19R,DNS00AW01219R,DNS00AW01319R,DNS00AW01S19R
"070908",37,14,71,47,14,80,46,20,80,29,11,61,31,16,73,27,4,62,57,29,84,64,34,90,61,34,88,54,28,80,67,38,89,39,8,81,70,36,86,80,44,92,68,43,91,69,24,84,72,56,83,67,25,75,0,0,17,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,57,27,84,65,33,89,61,33,88,54,22,82,63,35,87,41,13,74,46,16,80,50,15,82,46,17,83,44,14,77,54,24,84,41,7,73,42,16,74,52,20,81,45,20,79,37,12,69,45,19,78,28,9,62,60,28,87,64,30,89,61,32,89,60,26,85,59,29,88,46,16,79,49,20,79,54,25,86,53,26,84,45,16,75,52,24,83,34,9,68,58,22,84,79,29,100,57,22,87,61,18,86,40,30,60,38,13,75,24,9,62,26,2,68,33,14,75,18,8,51,18,0,64,19,4,53,55,27,82,66,36,88,61,34,87,49,19,78,66,40,86,37,10,70,31,9,68,39,11,76,35,12,76,26,6,62,39,16,71,15,2,51,23,8,50,28,6,58,26,10,57,19,6,44,36,15,60,13,5,37,62,31,87,70,38,90,66,38,90,58,25,85,67,39,89,44,15,76,59,29,85,67,35,90,62,34,89,55,23,82,64,36,87,43,14,75,54,25,83,59,30,86,58,30,86,52,22,80,59,31,86,39,11,74,59,28,85,71,27,87,66,38,93,51,21,78,56,35,82,45,9,79
"070909",18,5,55,7,7,50,17,0,43,21,7,66,20,10,50,-1,-1,-1,36,16,77,25,0,63,38,8,62,43,29,93,40,20,100,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,25,8,64,18,6,65,18,2,52,33,12,73,28,13,68,19,14,54,14,2,52,0,0,43,7,0,41,24,6,67,20,0,60,0,0,33,19,5,58,17,4,60,12,2,44,26,8,69,25,13,66,4,0,48,31,12,70,21,9,70,21,0,56,42,18,79,30,17,70,36,21,86,23,8,61,15,11,52,16,0,47,28,7,72,29,18,71,36,18,73,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,16,5,55,7,7,50,19,0,48,19,7,63,20,10,50,-1,-1,-1,19,6,58,15,3,61,16,4,49,25,6,67,25,8,67,9,9,35,18,4,55,15,4,55,13,0,43,22,6,62,23,7,67,8,0,25,5,0,36,8,0,54,4,0,19,3,0,42,14,0,43,0,0,25,26,10,66,18,5,86,20,4,61,37,16,71,22,6,56,15,15,46,25,8,66,16,4,64,18,2,57,34,13,77,24,9,68,21,17,48,25,8,58,25,13,69,17,3,40,29,8,61,38,23,69,13,0,75,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1
"070910",37,13,71,47,22,78,57,20,82,28,9,63,24,6,71,10,0,55,46,14,77,-1,-1,-1,58,25,83,33,7,73,-1,-1,-1,-1,-1,-1,38,13,88,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,54,24,84,67,33,89,62,29,88,49,20,82,49,25,80,34,11,70,50,17,85,67,33,67,50,19,100,53,18,82,-1,-1,-1,17,0,67,45,17,77,60,26,84,54,21,85,41,14,74,37,17,72,22,6,60,55,25,87,66,31,92,62,28,91,53,24,87,38,21,73,39,18,78,48,18,79,60,28,86,58,22,84,41,14,76,44,18,77,26,8,65,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,32,8,66,40,17,73,54,13,79,20,5,57,15,0,62,7,0,52,53,23,81,67,35,87,61,29,86,46,17,78,58,28,86,29,5,62,33,7,63,49,13,73,43,13,70,25,3,61,43,10,75,5,0,36,34,12,53,47,19,58,42,17,62,30,9,49,47,21,84,12,0,29,60,30,88,74,40,94,65,34,92,57,26,87,54,34,83,42,16,74,56,25,85,67,35,89,63,30,90,52,20,83,52,29,82,37,12,76,49,21,79,67,29,89,58,26,85,44,20,79,39,11,75,27,11,56,25,3,72,-1,-1,-1,38,0,92,23,8,85,-1,-1,-1,0,0,20
"070911",32,12,65,35,11,67,41,19,77,26,10,58,30,4,54,19,5,57,61,33,86,66,31,91,60,36,81,65,35,86,69,38,100,42,13,84,60,32,86,78,33,89,53,41,100,54,17,79,80,80,80,-1,-1,-1,67,11,89,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,50,23,79,55,23,84,53,26,82,47,19,75,59,36,82,34,12,66,44,17,75,48,16,81,48,21,79,40,14,72,50,29,78,27,9,58,42,16,74,45,15,79,46,21,80,39,13,70,48,25,76,27,8,61,53,25,82,55,22,85,54,28,84,52,22,80,61,36,84,43,18,74,46,20,78,48,19,81,50,24,82,44,16,74,52,29,78,33,11,69,59,28,87,67,25,100,61,35,83,58,23,88,63,50,100,33,0,50,29,10,64,32,8,65,38,16,76,23,8,57,25,2,51,18,5,55,47,21,75,54,23,82,52,25,81,42,15,71,57,36,79,26,6,59,26,8,63,28,7,70,34,11,71,22,6,57,31,13,63,13,3,43,19,6,40,18,6,49,20,7,45,18,6,35,24,8,44,14,4,25,57,29,81,66,31,88,58,32,84,52,24,78,71,48,86,39,15,68,52,24,79,58,24,85,54,28,83,47,19,76,63,40,83,36,13,69,46,19,77,48,20,81,49,23,81,45,17,75,49,27,79,30,10,61,47,21,80,56,36,88,49,26,83,45,14,80,62,31,69,24,10,71
"070912",38,14,72,41,14,76,45,19,80,34,11,69,24,10,56,33,9,61,57,26,85,60,29,85,52,27,86,61,22,87,59,45,83,50,12,74,82,50,93,88,50,100,94,59,100,80,56,88,67,17,83,-1,-1,-1,48,28,83,40,20,60,71,29,100,38,23,77,-1,-1,-1,-1,-1,-1,52,23,81,56,22,84,53,26,84,51,21,79,53,30,79,40,15,71,34,11,68,36,9,75,34,14,72,35,10,66,39,13,64,23,5,52,41,15,74,46,14,79,42,18,79,40,13,72,42,22,71,27,8,60,55,25,83,57,20,86,54,27,86,57,25,83,50,25,79,47,20,77,48,20,79,52,19,82,49,24,84,47,17,77,49,27,77,38,13,69,55,33,80,83,33,83,53,32,89,44,28,68,75,63,100,50,17,67,29,10,65,30,12,67,37,13,75,26,9,63,13,6,38,24,6,53,49,22,78,55,23,83,51,26,83,47,18,75,56,35,78,34,9,66,31,9,68,35,8,74,33,11,75,30,7,65,34,16,62,19,5,53,22,8,48,22,10,51,24,10,56,20,7,43,20,7,40,20,5,38,59,29,85,65,28,89,60,31,88,59,28,84,60,37,83,45,19,78,53,24,82,58,23,85,55,28,86,53,22,81,55,32,79,41,15,74,48,20,77,52,19,83,48,23,81,48,19,75,49,26,78,37,14,66,56,23,86,71,35,91,56,27,89,56,18,83,54,25,92,32,10,74
"070915",19,4,55,19,5,62,21,2,64,14,3,46,17,6,50,38,8,62,54,25,75,60,40,80,60,30,80,60,20,80,-1,-1,-1,-1,-1,-1,67,56,78,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,47,20,77,53,22,85,46,19,78,44,16,74,63,39,86,31,11,63,37,7,74,50,13,100,40,7,80,31,0,63,-1,-1,-1,-1,-1,-1,33,13,65,42,13,79,32,11,68,30,11,61,49,31,74,18,5,48,52,20,84,58,23,91,51,18,86,50,19,82,59,29,87,43,19,70,34,11,66,43,6,76,34,11,67,31,10,62,42,26,68,26,10,62,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,16,3,51,16,0,58,17,2,60,12,3,42,12,6,47,36,0,55,43,19,71,49,22,80,43,20,71,39,14,69,67,47,85,24,6,58,13,2,52,19,3,68,15,2,55,10,2,47,16,6,58,10,1,38,11,6,35,14,7,61,8,6,31,12,5,32,18,12,35,0,0,19,50,22,80,56,27,87,49,21,81,48,18,78,68,41,90,34,12,64,50,22,79,54,26,87,49,22,80,47,18,77,69,41,89,35,14,62,41,15,72,52,15,81,41,13,74,39,13,69,49,34,79,25,7,63,21,8,57,0,0,43,20,5,65,30,13,61,29,14,43,-1,-1,-1
"071801",48,23,79,48,23,83,60,30,85,44,24,78,30,14,57,32,4,66,91,64,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,63,25,81,-1,-1,-1,60,40,100,67,17,67,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,54,27,84,55,26,86,62,30,89,54,30,84,38,21,73,45,15,72,47,22,75,38,0,63,47,24,82,53,26,74,-1,-1,-1,-1,-1,-1,50,22,82,47,19,85,60,27,87,48,25,82,35,17,65,40,9,71,56,28,87,55,21,87,62,30,90,57,34,88,41,17,76,52,18,80,53,26,84,55,26,87,61,29,89,53,28,85,34,18,73,44,13,72,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,42,19,74,36,17,78,57,27,83,38,19,74,21,15,45,28,3,64,53,27,82,55,31,86,61,30,89,52,26,81,34,27,69,40,13,66,43,17,78,38,11,81,54,23,85,43,19,79,22,14,60,29,2,60,14,8,45,8,8,46,26,10,62,14,9,45,0,0,0,0,0,23,64,39,86,59,35,88,66,38,91,67,40,86,60,40,80,50,40,70,58,31,89,61,30,92,65,36,91,58,34,90,35,24,78,49,13,77,50,22,79,48,20,79,58,23,87,50,24,77,40,19,69,40,17,67,39,16,78,-1,-1,-1,61,28,89,22,11,83,-1,-1,-1,25,0,38
"071803",25,5,63,12,0,71,64,9,100,15,0,44,50,50,100,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,37,8,72,22,3,78,50,4,96,25,1,55,76,37,95,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,36,9,71,20,3,77,50,4,96,25,1,55,74,38,95,.,.,.,41,9,74,31,0,77,50,10,100,32,0,60,75,44,100,.,.,.,37,8,72,22,3,78,50,4,96,25,1,55,76,37,95,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,25,5,63,12,0,71,64,9,100,15,0,44,50,50,100,.,.,.,34,8,70,17,4,78,50,0,94,18,2,51,76,32,92,.,.,.,34,7,70,16,0,75,50,4,96,22,0,54,73,35,95,.,.,.,25,4,58,0,0,67,60,0,100,27,9,36,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,37,8,72,22,3,78,50,4,96,25,1,55,76,37,95,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.
"071804",10,0,52,0,0,50,14,0,57,8,0,39,17,0,78,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,33,6,73,35,10,88,9,0,77,25,0,51,46,13,92,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,28,4,70,29,10,84,7,0,71,21,0,49,43,9,91,.,.,.,34,7,79,44,6,89,6,0,76,31,0,61,39,16,92,.,.,.,31,6,72,32,8,86,9,0,76,24,0,50,45,13,92,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,9,0,52,0,0,33,14,0,57,7,0,41,15,0,80,.,.,.,32,5,68,27,14,86,11,0,78,21,0,44,53,11,92,.,.,.,29,4,73,31,8,89,9,0,79,23,0,50,43,10,93,.,.,.,19,0,69,-1,-1,-1,-1,-1,-1,0,0,20,22,0,89,.,.,.,60,20,93,-1,-1,-1,-1,-1,-1,60,0,80,67,33,100,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,33,6,73,35,10,88,9,0,77,25,0,51,46,13,92,.,.,.,27,13,40,-1,-1,-1,-1,-1,-1,33,0,33,-1,-1,-1,.,.,.
"071806",43,17,77,33,9,72,54,24,86,39,14,74,45,21,76,31,12,70,49,24,79,45,18,73,55,28,83,44,22,81,67,50,83,45,9,64,76,38,98,63,13,100,92,46,100,71,36,93,60,40,100,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,51,24,81,46,18,78,59,30,88,49,22,79,53,29,81,40,13,71,45,19,79,41,7,62,54,25,88,41,19,77,50,13,69,33,10,74,47,20,79,42,13,75,55,26,87,45,18,76,49,25,78,37,12,69,53,25,83,42,15,76,59,31,89,53,26,81,51,25,80,45,16,78,51,24,81,46,17,78,59,30,88,49,22,79,53,29,81,40,13,71,44,17,72,-1,-1,-1,60,0,80,40,20,80,-1,-1,-1,-1,-1,-1,32,11,70,21,6,62,46,18,81,28,9,66,29,7,64,17,6,61,50,23,80,50,20,79,59,30,87,46,20,77,55,32,82,34,10,65,35,12,71,27,5,65,45,17,80,31,9,67,44,16,76,21,7,60,23,9,48,23,10,48,29,11,62,21,8,43,21,9,40,14,6,30,56,28,85,55,23,82,62,37,92,55,24,83,63,33,87,39,14,71,54,27,83,52,20,78,59,33,88,53,25,81,62,37,88,41,15,76,49,21,80,42,16,77,59,28,88,46,20,77,44,21,74,39,12,68,43,19,76,55,32,77,46,22,87,41,16,69,43,14,100,31,8,58
"071807",22,6,59,0,0,30,15,2,61,32,11,63,.,.,.,33,4,63,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,25,7,60,4,0,30,17,4,63,35,14,66,.,.,.,34,3,62,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,23,6,59,4,0,30,15,3,61,33,12,65,.,.,.,32,4,61,27,6,58,0,0,26,16,0,58,38,13,62,.,.,.,60,7,87,25,7,61,4,0,30,17,4,63,36,14,66,.,.,.,36,4,64,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,21,6,58,0,0,30,15,3,60,28,12,62,.,.,.,33,4,63,21,10,63,13,0,38,17,10,68,32,15,71,.,.,.,7,0,36,21,6,58,0,0,30,15,3,61,29,11,63,.,.,.,33,4,63,9,9,27,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,28,8,67,6,0,41,21,5,69,36,13,72,.,.,.,44,6,67,19,7,48,0,0,10,9,3,51,34,14,54,.,.,.,18,0,55,8,8,25,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1
"071809",60,32,89,88,31,88,60,30,89,57,38,87,.,.,.,54,15,96,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,63,36,89,91,46,96,60,34,90,59,40,85,.,.,.,60,21,90,89,44,100,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,58,29,86,86,29,93,56,27,88,55,35,83,.,.,.,46,15,85,67,39,90,95,48,95,60,35,90,64,42,88,.,.,.,73,35,92,62,37,88,93,48,95,58,33,90,59,41,85,.,.,.,56,23,90,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,60,32,89,88,31,88,60,30,89,57,38,87,.,.,.,54,15,96,60,34,88,88,44,96,61,33,90,54,39,83,.,.,.,46,8,88,52,21,89,75,8,83,51,20,88,49,29,90,.,.,.,50,10,95,29,13,68,60,0,60,17,8,67,25,17,67,.,.,.,-1,-1,-1,74,26,89,-1,-1,-1,75,38,100,63,25,75,.,.,.,-1,-1,-1,69,43,92,93,57,97,69,41,94,64,47,89,.,.,.,67,24,94,53,25,84,88,25,94,47,22,85,51,29,79,.,.,.,47,16,84,29,8,63,-1,-1,-1,11,11,56,22,0,56,.,.,.,-1,-1,-1
"071810",35,13,70,39,4,71,53,18,93,27,13,55,11,7,46,28,8,65,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,43,18,76,47,10,79,53,23,91,40,20,68,29,16,64,34,6,62,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,42,18,75,45,9,78,52,23,91,38,20,66,27,16,62,35,6,63,38,13,74,42,8,77,42,14,89,36,17,66,27,8,58,38,8,73,43,18,76,47,10,79,53,23,91,40,20,68,29,16,64,33,6,62,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,28,8,63,35,0,70,46,14,92,18,7,42,4,4,43,20,0,52,47,21,77,50,13,81,61,29,93,44,22,70,31,22,69,31,5,55,38,14,69,51,13,77,53,20,89,27,11,54,31,18,62,10,0,47,18,4,51,-1,-1,-1,25,13,69,19,0,50,-1,-1,-1,20,0,40,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,43,18,76,47,10,79,53,23,91,40,20,68,29,16,64,34,6,62,18,4,62,20,0,60,13,7,93,36,7,57,0,0,40,0,0,17
"071901",32,12,67,30,8,69,42,19,77,27,9,59,29,10,68,27,8,60,46,27,82,64,27,73,41,35,88,44,28,80,50,20,90,-1,-1,-1,64,64,73,-1,-1,-1,-1,-1,-1,60,60,80,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,42,17,74,44,16,78,47,22,80,39,13,69,51,27,82,31,10,64,54,18,79,-1,-1,-1,55,9,91,50,19,81,67,17,67,-1,-1,-1,40,16,73,41,14,77,46,21,79,36,11,67,50,25,81,29,9,63,45,17,78,42,14,80,49,22,83,42,15,75,49,22,82,39,13,71,42,17,74,44,15,78,47,22,80,38,13,69,51,27,82,31,10,64,33,13,69,20,0,60,43,14,71,31,13,69,-1,-1,-1,-1,-1,-1,22,8,56,19,5,57,33,14,69,16,5,48,17,6,54,17,4,47,40,17,71,45,18,76,45,22,78,35,11,64,54,31,81,24,7,58,26,8,63,25,6,67,33,13,72,21,5,55,34,13,71,17,4,49,17,5,36,19,6,44,19,5,46,15,4,28,24,7,50,11,2,19,49,22,80,50,24,84,53,26,86,48,17,74,57,39,74,22,9,70,44,18,76,46,17,80,49,23,81,41,14,71,54,28,83,33,10,65,36,13,70,38,11,72,41,17,77,32,9,64,42,21,76,26,8,60,36,16,72,38,19,74,44,22,76,29,13,68,47,18,88,23,0,59
"071902",34,13,67,31,9,68,46,22,79,30,11,60,24,8,61,30,9,65,64,34,85,69,39,88,63,39,87,63,29,83,68,47,84,56,18,79,76,51,92,84,57,96,82,59,95,73,44,88,75,54,94,58,35,88,58,29,86,64,27,91,64,33,87,53,27,85,60,45,90,44,12,80,47,21,77,49,19,79,52,27,83,45,18,72,49,27,78,38,13,71,46,20,78,55,17,86,46,22,81,44,19,73,54,31,81,38,10,70,40,15,72,40,13,74,46,22,79,37,13,66,39,18,71,31,8,66,49,22,79,49,18,80,52,27,83,49,20,76,48,25,78,43,15,76,45,19,75,45,16,78,51,26,82,42,16,71,46,24,76,36,11,70,44,19,78,50,19,81,40,20,85,40,18,76,73,27,87,33,13,53,28,10,61,22,5,60,40,18,76,23,8,53,19,5,54,25,7,58,46,20,75,49,19,79,53,27,82,41,15,69,50,29,77,33,10,66,30,9,65,28,6,68,38,16,74,26,6,59,32,11,66,21,5,56,21,7,45,19,6,47,27,10,57,18,5,38,22,7,45,19,5,34,65,35,87,70,35,91,66,39,88,64,32,85,69,49,90,52,21,79,48,21,78,50,19,80,53,27,83,46,18,74,50,27,78,38,13,72,45,20,74,46,18,78,51,28,81,42,16,69,48,26,76,38,12,69,44,19,80,48,16,81,52,26,85,41,16,76,38,20,81,32,11,75
